,Melt analysis #,Rock type/Co-present phases,P_kbar,P GPa,P MPa,T ºC,T_K,Ref.,SiO2_Liq,TiO2_Liq,Al2O3_Liq,FeOt_Liq,MnO_Liq,MgO_Liq,CaO_Liq,Na2O_Liq,K2O_Liq,P2O5_Liq,Total,Amph,SiO2_Amp,TiO2_Amp,Al2O3_Amp,Cr2O3_Amp,FeOt_Amp,MgO_Amp,CaO_Amp,MnO_Amp,Na2O_Amp,K2O_Amp,F_Amp,Cl_Amp,SiO2_Amp_cat_prop,MgO_Amp_cat_prop,FeOt_Amp_cat_prop,CaO_Amp_cat_prop,Al2O3_Amp_cat_prop,Na2O_Amp_cat_prop,K2O_Amp_cat_prop,MnO_Amp_cat_prop,TiO2_Amp_cat_prop,Cr2O3_Amp_cat_prop,F_Amp_cat_prop,Cl_Amp_cat_prop,Si_Amp_13_cat,Mg_Amp_13_cat,Fet_Amp_13_cat,Ca_Amp_13_cat,Al_Amp_13_cat,Na_Amp_13_cat,K_Amp_13_cat,Mn_Amp_13_cat,Ti_Amp_13_cat,Cr_Amp_13_cat,F_Amp_13_cat,Cl_Amp_13_cat,cation_sum_Si_Mg,Si_T,Al_IV_T,Ti_T,Cr_C,Fe3_C,Mg_C,Fe2_C,Mn_C,Ca_B,Na_B,Na_A,K_A,Al_VI_C,Ti_C,Charge,Sum_input,H2O_calc,Fe3_calc,Fe2_calc,Fe2O3_calc,FeO_calc,"O=F,Cl",Total_recalc,Total,Fail Msg,Input_Check,Mgno_Fe2,Mgno_FeT,Na_calc,B_Sum,A_Sum,class,classification
98,G-3a,plag+amph+opx+spn+ilm+liq,1.50000005960464,0.150000005960464,150.000005960464,850,1123.15,"Gardner, J.E., Rutherford, M., Carey, S., Sigurdsson, H. (1995) Experimental constraints on pre-eruptive water contents and changing magma storage prior to explosive eruptions of Mount St Helens volcano. Bulletin of Volcanology 57 1-17. ",69.3000030517578,0.340000003576279,13.75,1.95000004768372,0.0399999991059303,0.430000007152557,1.87000000476837,4.71999979019165,2.05999994277954,,94.46000284701584,G-3a,43.5,2.4300000667572,11.1700000762939,,15.1999998092651,12.6800003051758,10.75,0.189999997615814,2.14000010490418,0.310000002384186,0.0,0.0,0.7239864190133812,0.3146089793860609,0.21156361953713634,0.1916938604468696,0.21910338416245229,0.0690556512658862,0.006582090395120464,0.0026784329421291287,0.03041377840192746,0.0,0.0,0.0,6.264714976715114,2.7223377859143016,1.8306776771428077,1.658742991508581,1.8959198904338979,0.5975443203779454,0.05695537815833219,0.02317670404584391,0.26317296574803295,0.0,0.0,0.0,1.5023546134430876,6.264714976715114,1.7352850232848862,0.0,0.0,1.0763185430863658,2.7223377859143016,0.754359134056442,0.02317670404584391,1.658742991508581,0.34125700849141904,0.2562873118865263,0.05695537815833219,0.16063486714901165,0.26317296574803295,44.923681456913634,98.37000036239617,1.9646175714255762,1.0763185430863658,0.754359134056442,9.931626301947784,6.263395701460144,-0.0,101.32964012796458,,,True,0.7830241889296494,0.5979197320991296,0.34125700849141904,2.0,0.3132426900448585,N/A,Tschermakitic pargasite
99,G-3b,plag+amph+opx+spn+ilm+liq,1.50000005960464,0.150000005960464,150.000005960464,850,1123.15,"Gardner, J.E., Rutherford, M., Carey, S., Sigurdsson, H. (1995) Experimental constraints on pre-eruptive water contents and changing magma storage prior to explosive eruptions of Mount St Helens volcano. Bulletin of Volcanology 57 1-17. ",68.9499969482422,0.280000001192093,13.710000038147,1.5900000333786,0.0199999995529652,0.400000005960465,1.9099999666214,4.78999996185303,2.13000011444092,,93.77999706938867,G-3b,43.2099990844727,2.88000011444092,12.1899995803833,,11.8599996566772,14.039999961853,11.2399997711182,0.129999995231628,2.5699999332428,0.28999999165535,0.0,0.0,0.7191598276491694,0.34835251989512206,0.165075295168516,0.2004315300044259,0.2391110244188131,0.08293131329136644,0.006157439177352302,0.0018326119688121573,0.03604596002954918,0.0,0.0,0.0,6.1931761536278715,2.9999013241922987,1.4215760423279202,1.7260527136453343,2.0591482415540834,0.71417814527272,0.0530259116464378,0.015781872551475777,0.3104163657463511,0.0,0.0,0.0,1.5095772391299818,6.1931761536278715,1.8068238463721285,0.0,0.0,0.7143572354876468,2.9999013241922987,0.7072188068402734,0.015781872551475777,1.7260527136453343,0.2739472863546657,0.44023085891805436,0.0530259116464378,0.25232439518195493,0.3104163657463511,45.28564276451235,98.40999808907509,1.9740625434776684,0.7143572354876468,0.7072188068402734,6.623352657853662,5.900222398645699,-0.0,101.04763603237491,,,True,0.8092268980117225,0.6784839264151372,0.2739472863546657,2.0,0.49325677056449213,N/A,Tschermakitic pargasite
100,G-14a,plag+amph+spn+liq,2.5,0.25,250.0,850,1123.15,"Gardner, J.E., Rutherford, M., Carey, S., Sigurdsson, H. (1995) Experimental constraints on pre-eruptive water contents and changing magma storage prior to explosive eruptions of Mount St Helens volcano. Bulletin of Volcanology 57 1-17. ",67.4700012207031,0.280000001192093,14.6599998474121,1.53999996185303,0.0500000007450581,0.639999985694885,2.45000004768372,4.67000007629395,1.78999996185303,,93.55000110343094,G-14a,45.6500015258789,1.54999995231628,10.7799997329712,,13.3000001907349,14.210000038147,10.8100004196167,0.209999993443489,1.88999998569489,0.270000010728836,0.0,0.0,0.7597696812109529,0.3525704654165095,0.18511817207269576,0.19276378715056794,0.21145339361071783,0.06098839883492441,0.005732788592363417,0.002960373196547486,0.01939973406488623,0.0,0.0,0.0,6.450197626245792,2.9932086464536316,1.57159310723631,1.6365018939990021,1.7951705776882307,0.5177716815003252,0.048669511675294784,0.025132606153404093,0.16469743622262994,0.0,0.0,0.0,1.5312718195723098,6.450197626245792,1.5498023737542077,0.0,0.0,1.1355943162012991,2.9932086464536316,0.43599879103501094,0.025132606153404093,1.6365018939990021,0.36349810600099786,0.1542735754993273,0.048669511675294784,0.24536820393402303,0.16469743622262994,44.8644056837987,98.67000184953218,2.002432379440713,1.1355943162012991,0.43599879103501094,10.680278875917399,3.6897489415203357,-0.0,101.74246185567573,,,True,0.8728572712549837,0.6557149265100246,0.36349810600099786,2.0,0.2029430871746221,N/A,Tschermakitic pargasite
101,G-15a,plag+amph+opx+spn+ilm+liq,2.5,0.25,250.0,850,1123.15,"Gardner, J.E., Rutherford, M., Carey, S., Sigurdsson, H. (1995) Experimental constraints on pre-eruptive water contents and changing magma storage prior to explosive eruptions of Mount St Helens volcano. Bulletin of Volcanology 57 1-17. ",68.4300003051758,0.280000001192093,14.0799999237061,2.05999994277954,0.0599999986588955,0.519999980926514,2.0699999332428,4.59999990463257,1.96000003814697,,94.06000002846127,G-15a,45.560001373291,1.42999994754791,10.3999996185303,,12.2700004577637,15.1499996185303,11.0299997329712,0.209999993443489,1.88999998569489,0.25,0.0,0.0,0.758271775735487,0.3758932021270916,0.17078195665400578,0.19668681205034327,0.20399956097979227,0.06098839883492441,0.005308137374595255,0.002960373196547486,0.017897819063655035,0.0,0.0,0.0,6.443654646539984,3.194271573855801,1.4512737830329785,1.6714084988222484,1.7335508996422173,0.5182682411679043,0.045107579040651,0.02515670912968269,0.1520923877993358,0.0,0.0,0.0,1.5298046877565792,6.443654646539984,1.5563453534600162,0.0,0.0,1.1687622138260991,3.194271573855801,0.28251156920687936,0.02515670912968269,1.6714084988222484,0.3285915011777516,0.18967673999015267,0.045107579040651,0.17720554618220108,0.1520923877993358,44.8312377861739,98.1900007277728,2.0005138224509116,1.1687622138260991,0.28251156920687936,10.981691576851167,2.388534213198269,-0.0,101.29073988250944,,,True,0.9187434022824856,0.6875988346812897,0.3285915011777516,2.0,0.23478431903080366,N/A,Tschermakitic pargasite
102,G-16a,plag+amph+opx+spn+ilm+liq,2.5,0.25,250.0,850,1123.15,"Gardner, J.E., Rutherford, M., Carey, S., Sigurdsson, H. (1995) Experimental constraints on pre-eruptive water contents and changing magma storage prior to explosive eruptions of Mount St Helens volcano. Bulletin of Volcanology 57 1-17. ",70.4100036621094,0.270000010728836,13.4099998474121,1.60000002384186,0.0500000007450581,0.409999996423721,1.67999994754791,4.94000005722046,2.17000007629395,,94.94000362232329,G-16a,45.2799987792969,1.64999997615814,9.57999992370605,,13.6000003814697,14.4899997711182,10.8100004196167,0.270000010728836,1.86000001430511,0.25,0.0,0.0,0.7536115900954814,0.35951766006148766,0.18929377253388774,0.19276378715056794,0.18791498560637987,0.060020329928043695,0.005308137374595255,0.0038061943799263575,0.020651330147915346,0.0,0.0,0.0,6.467506973017041,3.085386429733445,1.624522247138621,1.6543019692458762,1.6126894752105352,0.5150954516015658,0.04555452163305712,0.032664822325401216,0.17723005257495758,0.0,0.0,0.0,1.5147955328250782,6.467506973017041,1.5324930269829586,0.0,0.0,1.2285825618790938,3.085386429733445,0.39593968525952716,0.032664822325401216,1.6543019692458762,0.34569803075412375,0.16939742084744203,0.04555452163305712,0.08019644822757654,0.17723005257495758,44.771417438120906,97.78999927639964,1.9808864660020253,1.2285825618790938,0.39593968525952716,11.430505975203012,3.3146852128698967,-0.0,100.91607654900488,,,True,0.8862675681102268,0.6550841303747963,0.34569803075412375,2.0,0.21495194248049915,N/A,Tschermakitic pargasite
103,936,"gl, amp, cpx, pl, sph, chev",7.5,0.75,750.0,900,1173.15,"Green, T.H. and Pearson, N.J. (1985) Experimental determination of REE partition coefficients between amphibole and basaltic to andesitic liquids at high pressure. Geochimica et Cosmochimica Acta 49 1465-1468. ",60.36,0.69,16.2,3.75,0.07,0.83,4.48,4.0,1.91,0.11,92.39999999999999,936,42.54,3.19,11.49,,13.63,11.62,10.7,0.18,2.35,0.54,0.0,0.0,0.7080087876972239,0.28830885271933304,0.1897113270049829,0.1908022610959539,0.22538029246476596,0.07583213669146001,0.011465576729125751,0.002537462819121192,0.03992590552955018,0.0,0.0,0.0,6.330756946182994,2.5779528499009396,1.6963296530720422,1.7060843887395267,2.015268562830674,0.6780633721578329,0.10252101496648071,0.022689069185257458,0.3570029188280892,0.0,0.0,0.0,1.4538726282349774,6.330756946182994,1.6692430538170058,0.0,0.0,0.41645854254380765,2.5779528499009396,1.2798711105282345,0.022689069185257458,1.7060843887395267,0.2939156112604733,0.3841477608973596,0.10252101496648071,0.34602550901366813,0.3570029188280892,45.58354145745619,96.24000000000001,1.9012180523072781,0.41645854254380765,1.2798711105282345,3.7188205971549957,10.283757761887673,-0.0,98.51379641134996,,,True,0.668240146866149,0.6031311332622122,0.2939156112604733,2.0,0.4866687758638403,N/A,Tschermakitic pargasite
104,478LLHb,"gl, amph",2.0,0.2,200.0,940,1213.15,"Hilyard, M., Nielsen, R.L., Beard, J.S., Patinõ-Douce, A. and Blencoe, J. (2000) Experimental determination of the partitioning behavior of rare earth and high field strength elements between pargasitic amphibole and natural silicate melts. Geochimica et Cosmochimica Acta 64(6) 1103-1120. 10.1016/S0016-7037(99)00379-8",61.14,0.87,17.87,2.09,0.11,0.58,5.44,4.12,0.29,0.29,92.80000000000001,478LLHb,45.27,2.42,10.08,,10.66,15.53,10.34,0.27,2.34,0.08,0.0,0.0,0.7534451767525464,0.3853215561730845,0.14837290872143194,0.18438274576936106,0.19772265866360667,0.0755094467480921,0.0016986039598704816,0.0038061942286817885,0.030288617987934616,0.0,0.0,0.0,6.448363299399707,3.2977759470217527,1.2698500816585538,1.5780404036645472,1.692210096933012,0.6462478760127361,0.014537508199672483,0.03257532721943418,0.25922524776753814,0.0,0.0,0.0,1.518957112527286,6.448363299399707,1.5516367006002927,0.0,0.0,1.075746617191001,3.2977759470217527,0.19410346446755278,0.03257532721943418,1.5780404036645472,0.42195959633545277,0.22428827967728338,0.014537508199672483,0.14057339633271937,0.25922524776753814,44.924253382809,96.99000000000001,1.986328531766451,1.075746617191001,0.19410346446755278,10.03604484861897,1.629438751164705,-0.0,99.98181213155013,,,True,0.9444128958666511,0.7219890433925381,0.42195959633545277,2.0,0.23882578787695585,N/A,Tschermakitic pargasite
105,478LLHc,"gl, amph",2.0,0.2,200.0,900,1173.15,"Hilyard, M., Nielsen, R.L., Beard, J.S., Patinõ-Douce, A. and Blencoe, J. (2000) Experimental determination of the partitioning behavior of rare earth and high field strength elements between pargasitic amphibole and natural silicate melts. Geochimica et Cosmochimica Acta 64(6) 1103-1120. 10.1016/S0016-7037(99)00379-8",65.39,0.61,16.0,1.73,0.12,0.52,3.87,3.84,0.19,0.37,92.64000000000001,478LLHc,44.47,2.7,11.48,,11.39,14.29,10.64,0.27,2.23,0.08,0.0,0.0,0.7401304839890819,0.35455537911869783,0.15853353005038553,0.18973234187485513,0.22518413903355206,0.07195985737104503,0.0016986039598704816,0.0038061942286817885,0.03379308618488573,0.0,0.0,0.0,6.346753589014102,3.040376897864737,1.3594538700843488,1.6269893590331446,1.9309949711804197,0.6170688721981625,0.014565838067521857,0.032638808161463674,0.2897818636949296,0.0,0.0,0.0,1.5160028126052847,6.346753589014102,1.653246410985898,0.0,0.0,0.9103206950695508,3.040376897864737,0.449133175014798,0.032638808161463674,1.6269893590331446,0.37301064096685543,0.2440582312313071,0.014565838067521857,0.27774856019452177,0.2897818636949296,45.08967930493045,97.55,1.982465216483834,0.9103206950695508,0.449133175014798,8.476206246033906,3.763001434613699,-0.0,100.38167289713144,,,True,0.8712904775643263,0.6910213274593656,0.37301064096685543,2.0,0.258624069298829,N/A,Tschermakitic pargasite
106,478NSTb,"gl, amph",2.0,0.2,200.0,940,1213.15,"Hilyard, M., Nielsen, R.L., Beard, J.S., Patinõ-Douce, A. and Blencoe, J. (2000) Experimental determination of the partitioning behavior of rare earth and high field strength elements between pargasitic amphibole and natural silicate melts. Geochimica et Cosmochimica Acta 64(6) 1103-1120. 10.1016/S0016-7037(99)00379-8",59.6,0.84,17.74,2.27,0.12,0.59,5.46,3.52,0.37,0.27,90.78,478NSTb,45.05,2.36,10.43,,10.64,15.52,10.48,0.28,2.12,0.07,0.0,0.0,0.7497836362425936,0.38507344184200076,0.14809453553433732,0.18687922395192497,0.20458802875609303,0.06841026799399798,0.0014862784648866714,0.003947164385299633,0.029537660517159378,0.0,0.0,0.0,6.408304061407,3.291173055819596,1.2657448998124248,1.5972326307962135,1.7485875020733674,0.5846937396831045,0.012703030397736426,0.033735905051377496,0.25245457583623465,0.0,0.0,0.0,1.5210244672774837,6.408304061407,1.5916959385930003,0.0,0.0,1.138033191766901,3.291173055819596,0.12771170804552368,0.033735905051377496,1.5972326307962135,0.40276736920378653,0.18192637047931792,0.012703030397736426,0.15689156348036715,0.25245457583623465,44.8619668082331,96.94999999999999,1.9890319956705558,1.138033191766901,0.12771170804552368,10.631590038249099,1.0735595883544506,-0.0,100.0041816222741,,,True,0.962645214195186,0.7222366274450792,0.40276736920378653,2.0,0.19462940087705435,N/A,Tschermakitic pargasite
107,AT4YZGb,"gl, amph",2.0,0.2,200.0,940,1213.15,"Hilyard, M., Nielsen, R.L., Beard, J.S., Patinõ-Douce, A. and Blencoe, J. (2000) Experimental determination of the partitioning behavior of rare earth and high field strength elements between pargasitic amphibole and natural silicate melts. Geochimica et Cosmochimica Acta 64(6) 1103-1120. 10.1016/S0016-7037(99)00379-8",60.52,0.44,17.63,3.22,0.17,0.97,4.79,3.45,1.52,0.46,93.17,AT4YZGb,45.18,1.55,11.09,,10.8,14.9,10.98,0.26,2.0,0.59,0.0,0.0,0.7519472738166566,0.36969035331480743,0.15032152103109428,0.1957952174610817,0.2175341552162101,0.06453798867358299,0.0125272042040448,0.003665224072063944,0.01939973466169366,0.0,0.0,0.0,6.462768942178641,3.1773814691806948,1.2919699176909096,1.682803162530147,1.869643033691186,0.5546853128055983,0.10766769038379492,0.03150153890289386,0.16673509835567282,0.0,0.0,0.0,1.5125582621125262,6.462768942178641,1.5372310578213586,0.0,0.0,0.843389556990509,3.1773814691806948,0.44858036070040064,0.03150153890289386,1.682803162530147,0.31719683746985305,0.23748847533574524,0.10766769038379492,0.3324119758698274,0.16673509835567282,45.15661044300949,97.35000000000001,1.977960804300996,0.843389556990509,0.44858036070040064,7.83515196082699,3.7498302624747053,-0.0,100.1129430276027,,,True,0.876286518792419,0.7109267529319853,0.31719683746985305,2.0,0.34515616571954016,N/A,Tschermakitic pargasite
108,478YZGc,"gl, amph",2.0,0.2,200.0,900,1173.15,"Hilyard, M., Nielsen, R.L., Beard, J.S., Patinõ-Douce, A. and Blencoe, J. (2000) Experimental determination of the partitioning behavior of rare earth and high field strength elements between pargasitic amphibole and natural silicate melts. Geochimica et Cosmochimica Acta 64(6) 1103-1120. 10.1016/S0016-7037(99)00379-8",65.83,0.63,15.43,2.02,0.13,0.66,3.91,3.78,0.12,0.22,92.72999999999998,478YZGc,44.49,2.48,10.81,,10.32,15.47,10.54,0.27,2.12,0.08,0.0,0.0,0.7404633513081685,0.38383287018658196,0.1436405645408234,0.18794914317302375,0.21204185914222107,0.06841026799399798,0.0016986039598704816,0.0038061942286817885,0.031039575458709855,0.0,0.0,0.0,6.354547413247804,3.2939971546931006,1.2327021671332707,1.6129518624551322,1.819712002129432,0.5870868433297075,0.014577168985147009,0.0326641982313619,0.26637706456503035,0.0,0.0,0.0,1.5148244148651866,6.354547413247804,1.6454525867521959,0.0,0.0,1.1108713050197707,3.2939971546931006,0.12183086211350003,0.0326641982313619,1.6129518624551322,0.3870481375448678,0.20003870578483973,0.014577168985147009,0.1742594153772361,0.26637706456503035,44.88912869498023,96.58,1.9809242348237057,1.1108713050197707,0.12183086211350003,10.335539171983822,1.0199499364353681,-0.0,99.59641334324289,,,True,0.9643334320363711,0.7276818981129242,0.3870481375448678,2.0,0.21461587476998675,N/A,Tschermakitic pargasite
109,900 ºC,Dacite,10.0,,1000.0,900,1173.15,Klein et al. 1997,61.1,0.64,17.7,5.1,0.14,2.35,6.12,3.41,2.31,,98.86999999999999,900 ºC,43.2,1.44,12.4,0.0,11.2,14.0,11.0,0.15,1.91,1.08,0.0,0.0,0.7189934092270821,0.3473600635172687,0.15588898477298666,0.19615185720144795,0.24323025470523044,0.06163377918327175,0.022931153458251502,0.00211455234926766,0.01802297929860572,0.0,0.0,0.0,6.2916329222398675,3.0396134143231595,1.3641241438730687,1.716448950281474,2.128413777580111,0.5393333363770263,0.20066164472629133,0.018503628831248748,0.15771211315254458,0.0,0.0,0.0,1.4856102438704413,6.2916329222398675,1.7083670777601325,0.0,0.0,0.8000032699687978,3.0396134143231595,0.5641208739042709,0.018503628831248748,1.716448950281474,0.28355104971852607,0.2557822866585002,0.20066164472629133,0.42004669981997855,0.15771211315254458,45.1999967300312,96.38,1.9427210881382693,0.8000032699687978,0.5641208739042709,7.299678620227069,4.631656008806583,-0.0,99.05405571717192,,,True,0.8434621343346195,0.6902349139007697,0.28355104971852607,2.0,0.45644393138479156,N/A,Tschermakitic pargasite
110,850 ºC,Dacite,10.0,,1000.0,850,1123.15,Klein et al. 1997,64.2,0.47,17.5,4.14,0.12,0.71,5.74,3.64,2.33,,98.85,850 ºC,42.0,1.5,13.1,0.0,13.4,13.0,10.6,0.24,1.7,1.19,0.0,0.0,0.6990213700818854,0.3225486304088924,0.18651003535339475,0.18901906239412256,0.25696099489020313,0.05485729037254554,0.02526673390307341,0.0033832837588282563,0.018773936769380963,0.0,0.0,0.0,6.110333846445619,2.819484350358644,1.6303343939086103,1.6522664742494593,2.246165183919942,0.47952233284140444,0.2208633182974063,0.02957419350609604,0.16410803186108655,0.0,0.0,0.0,1.4871982512625852,6.110333846445619,1.8896661535543808,0.0,0.0,1.2000324598289254,2.819484350358644,0.430301934079685,0.02957419350609604,1.6522664742494593,0.34773352575054073,0.1317888070908637,0.2208633182974063,0.3564990303655611,0.16410803186108655,44.799967540171075,96.72999999999999,1.9447977131895344,1.2000324598289254,0.430301934079685,10.961473849471169,3.536725924578022,-0.0,99.7729974872387,,,True,0.867590697843672,0.633617797127358,0.34773352575054073,2.0,0.35265212538827,N/A,Tschermakitic pargasite
111,PEM12-10,liq+opx+plag+ox+cpx+amph,1.45500004291534,0.145500004291534,145.500004291534,950,1223.15,"Moore, G., and Carmichael, I.S.E. (1998) The hydrous phase equilibria (to 3 kbar) of an andesite and basaltic andesite from western Mexico: constraints on water content and conditions of phenocryst growth. Contributions to Mineralogy and Petrology 130 304-319. ",63.0999984741211,0.629999995231628,15.5,2.65000009536743,,1.10000002384186,3.34999990463257,3.90000009536743,2.26999998092651,,92.49999856948853,PEM12-10,44.5999984741211,1.67999994754791,12.1999998092651,,9.96000003814697,15.6000003814697,11.1700000762939,,2.09999990463257,0.370000004768372,0.0,0.0,0.742294096167384,0.3870583659554808,0.13862984770407497,0.19918329635503307,0.239307182339622,0.06776488502985109,0.007856043415645672,0.0,0.02102680852521853,0.0,0.0,0.0,6.314022330199628,3.292354308557505,1.179198323892265,1.694271566326529,2.035569056619313,0.5764143881664495,0.0668242328876333,0.0,0.17885598073128697,0.0,0.0,0.0,1.5283163006917806,6.314022330199628,1.685977669800372,0.0,0.0,0.946892567811723,3.292354308557505,0.23230575608054194,0.0,1.694271566326529,0.3057284336734709,0.2706859544929786,0.0668242328876333,0.3495913868189411,0.17885598073128697,45.05310743218828,97.67999863624563,1.9985674701354055,0.946892567811723,0.23230575608054194,8.888347909863612,1.9621511433180692,-0.0,100.56906512141573,,,True,0.93409130190704,0.7362888417470704,0.3057284336734709,2.0,0.3375101873806119,N/A,Tschermakitic pargasite
112,PEM1 2-5,liq+opx+plag+ox+cpx+amph,1.01000003516674,0.101000003516674,101.000003516674,950,1223.15,"Moore, G., and Carmichael, I.S.E. (1998) The hydrous phase equilibria (to 3 kbar) of an andesite and basaltic andesite from western Mexico: constraints on water content and conditions of phenocryst growth. Contributions to Mineralogy and Petrology 130 304-319. ",68.1999969482422,0.469999998807907,14.0,2.14000010490418,,0.699999988079071,2.45000004768372,3.09999990463257,2.74000000953674,,93.79999700188638,PEM1 2-5,44.9000015258789,1.66999995708466,12.0,,9.3100004196167,16.0,11.2600002288818,,2.09999990463257,0.389999985694885,0.0,0.0,0.747287156745205,0.39698292973402144,0.12958272443304705,0.20078817790762674,0.23538411745667462,0.06776488502985109,0.008280694000634534,0.0,0.02090164906611755,0.0,0.0,0.0,6.348923673287316,3.372752090985881,1.1009299696589736,1.7058888333987636,1.9998146390545644,0.5757279231955373,0.07035246584573955,0.0,0.17757962701326585,0.0,0.0,0.0,1.5301385774350655,6.348923673287316,1.6510763267126842,0.0,0.0,0.8893207045054723,3.372752090985881,0.2116092651535013,0.0,1.7058888333987636,0.2941111666012364,0.28161675659430097,0.07035246584573955,0.34873831234188013,0.17757962701326585,45.11067929549453,97.63000202178952,2.0009504474150854,0.8893207045054723,0.2116092651535013,8.357882484520262,1.7894710850537892,-0.0,100.46830561916195,,,True,0.9409631886609167,0.7539096532263893,0.2941111666012364,2.0,0.35196922244004053,N/A,Tschermakitic pargasite
113,PEM 12-25,liq+plag+amph+ox,2.8510001301765397,0.285100013017654,285.10001301765396,900,1173.15,"Moore, G., and Carmichael, I.S.E. (1998) The hydrous phase equilibria (to 3 kbar) of an andesite and basaltic andesite from western Mexico: constraints on water content and conditions of phenocryst growth. Contributions to Mineralogy and Petrology 130 304-319. ",58.7000007629394,0.509999990463257,15.5,3.00999999046326,,1.60000002384186,4.48000001907349,3.5,1.62999999523163,,88.93000078201288,PEM 12-25,44.9000015258789,1.54999995231628,10.8999996185303,,8.69999980926514,16.6000003814697,11.1800003051758,,2.09999990463257,0.400000005960465,0.0,0.0,0.747287156745205,0.41186979906385723,0.12109233373138574,0.1993616203066353,0.21380723254048706,0.06776488502985109,0.008493019925908276,0.0,0.01939973406488623,0.0,0.0,0.0,6.418905731988102,3.5378012189565773,1.0401360013647734,1.712438700135479,1.83652088505327,0.5820739792185876,0.07295173454036698,0.0,0.16663616263727804,0.0,0.0,0.0,1.5134562561458211,6.418905731988102,1.5810942680118982,0.0,0.0,0.9124922116660628,3.5378012189565773,0.1276437896987106,0.0,1.712438700135479,0.28756129986452095,0.29451267935406666,0.07295173454036698,0.2554266170413717,0.16663616263727804,45.08750778833394,96.33000150322914,1.9791351041906893,0.9124922116660628,0.1276437896987106,8.482153583134899,1.0676497540471264,-0.0,99.15894013533672,,,True,0.9651764548650156,0.7727937384663915,0.28756129986452095,2.0,0.36746441389443363,N/A,Tschermakitic pargasite
114,PEM22-20,liq+ol+amph+cpx,2.49599993228912,0.249599993228912,249.59999322891198,1000,1273.15,"Moore, G., and Carmichael, I.S.E. (1998) The hydrous phase equilibria (to 3 kbar) of an andesite and basaltic andesite from western Mexico: constraints on water content and conditions of phenocryst growth. Contributions to Mineralogy and Petrology 130 304-319. ",52.2000007629394,0.490000009536743,16.7000007629395,4.94999980926514,,3.40000009536743,6.57000017166138,3.90000009536743,1.19000005722046,,89.40000176429749,PEM22-20,42.7999992370606,1.74000000953674,11.8999996185303,,8.88000011444092,16.3999996185303,11.1199998855591,,2.44000005722046,0.400000005960465,0.0,0.0,0.7123360501474701,0.40690749351256195,0.12359769666287503,0.1982916936029369,0.2334225756618766,0.07873634802821794,0.008493019925908276,0.0,0.021777766771843354,0.0,0.0,0.0,6.181649934494214,3.531141909912316,1.0725804110595323,1.7207746744216845,2.0256403550697573,0.6832737730038857,0.07370239939110206,0.0,0.18898738946418017,0.0,0.0,0.0,1.4980415827566271,6.181649934494214,1.8183500655057863,0.0,0.0,1.0345594757750973,3.531141909912316,0.038020935284434954,0.0,1.7207746744216845,0.2792253255783155,0.4040484474255702,0.07370239939110206,0.207290289563971,0.18898738946418017,44.9654405242249,95.67999854683889,1.9589774543740508,1.0345594757750973,0.038020935284434954,9.518892541344776,0.31477911231234834,-0.0,98.59264754042914,,,True,0.9893473800626378,0.7670188737983854,0.2792253255783155,2.0,0.4777508468166723,N/A,Tschermakitic pargasite
115,RN8 inner,Basaltic andesite,7.0,,700.0,1010,1283.15,Nandedkar 2014,51.6,0.67,17.9,6.5,0.17,2.7,6.6,3.0,1.14,0.21,90.49,RN8 inner,40.17,1.73,15.25,0.0,12.4,13.67,10.83,0.21,2.3,0.47,0.0,0.0,0.6685640103854603,0.33917229059150455,0.1725913759986638,0.19312041940833466,0.2991339826011907,0.07421868697462043,0.009979298264239078,0.002960373288974724,0.021652607074019375,0.0,0.0,0.0,5.778524485565937,2.93152989925154,1.4917397238161079,1.669176107117139,2.5854712728692033,0.6414860706039657,0.08625295180849486,0.02558706312488016,0.18714755537232886,0.0,0.0,0.0,1.5040746399398137,5.778524485565937,2.221475514434063,0.0,0.0,1.4170934086075277,2.93152989925154,0.07464631520858012,0.02558706312488016,1.669176107117139,0.33082389288286107,0.3106621777211046,0.08625295180849486,0.3639957584351401,0.18714755537232886,44.58290659139247,97.02999999999999,1.9668668368443716,1.4170934086075277,0.07464631520858012,13.091064397083597,0.6204931690218215,-0.0,100.30842440294978,,,True,0.975169015425802,0.6627517987968481,0.33082389288286107,2.0,0.39691512952959945,N/A,Tschermakitic pargasite
